"2016-10-19","Ciências","Simulador físico de ondas apoiará estudos portuários e costeiros","Estrutura da Escola Politécnica da USP será utilizada em pesquisas envolvendo os impactos da dragagem do Porto de Santos, no litoral paulista","UniversidadeEngenharia HidráulicaModelagem computacionalPoliSantosSimulador físico de ondas","http://jornal.usp.br/ciencias/simulador-fisico-de-ondas-apoiara-estudos-portuarios-e-costeiros/"
"2016-10-19","Ciências Ambientais","Projeto interdisciplinar busca soluções para descontaminar água com parasitas","Atuando no tema desde 2013, grupo de pesquisadores promove mais uma edição de seminário anual com o intuito de divulgar e discutir os resultados obtidos","Ciências BiológicasCiências da SaúdeAscarisCetesbContaminaçãoCryptosporidiumEESCEscola de Engenharia de São CarlosGiardiaIBParasitaPatógenoSaúde PúblicaUnicampVerminose","http://jornal.usp.br/ciencias/ciencias-biologicas/projeto-interdisciplinar-busca-solucoes-para-descontaminar-agua-com-parasitas/"
"2016-10-19","Ciências","Imagens mostram violenta colisão de ventos estelares no sistema Eta Carinae","Primeiras imagens da zona de colisão de ventos foram obtidas com o Interferômetro do Telescópio VLT do Observatório Europeu Austral (ESO)","AstronomiaAugusto DamineliESOeta CarinaeIAGInstituto de Astronomia Geofísica e Ciências AtmosféricasInterferômetroObservatório Europeu AustralTelescópio VLT","http://jornal.usp.br/ciencias/imagens-mostram-violenta-colisao-de-ventos-estelares-no-sistema-eta-carinae/"
"2016-10-19","Ciências da Saúde","Aplicativo para pessoas com problemas motores avisará sobre postura inadequada","Premiado, projeto multidisciplinar pretende auxiliar na reabilitação de pacientes que sofreram AVC","TecnologiaAmanda PeraciniAVCEESCFMRPICMCInstituto de Ciências Matemáticas e de ComputaçãoIQSCOlibário NetoPosturaProblemas motoresreabilitaçãoSão CarlosTerapia OcupacionalValeria Elui","http://jornal.usp.br/ciencias/ciencias-da-saude/aplicativo-para-pessoas-com-problemas-motores-avisara-sobre-postura-inadequada/"
"2016-10-18","Ciências","Agricultura urbana é destaque do primeiro dia da Semana de Ciência e Tecnologia","Evento é parte da programação da 14ª Semana Nacional de Ciência e Tecnologia, cujo tema é ""Ciência Alimentando o Brasil""","TV USPAgricultura urbana","http://jornal.usp.br/ciencias/agricultura-urbana-e-destaque-do-primeiro-dia-da-semana-de-ciencia-e-tecnologia/"
"2016-10-18","Ciências","USP recebe primeira edição na América do Sul de evento internacional do CERN","Semicondutores, nanotecnologia, empacotamento, telecomunicações, processamento de sinais em tempo real, filtragem e computação massivamente paralela estão entre os temas da Infieri 2016","CernEscola PolitécnicaFaculdade de MedicinaIAGIFInfieriInstituto de Astronomia Geofísica e Ciências AtmosféricasInstituto de FísicaOrganização Europeia para a Pesquisa NuclearPoliProcessamento Inteligente de Sinais","http://jornal.usp.br/ciencias/usp-recebe-primeira-edicao-na-america-do-sul-de-evento-internacional-do-cern/"
"2016-10-18","Ciências Biológicas","Estudo sobre relógio biológico pode apontar alvo para a terapia do câncer de pele","Pesquisadores fornecem evidências de possíveis novos alvos terapêuticos para melanoma e melhoria no tratamento do vitiligo","Ciências da SaúdeAna Maria de Lauro CastrucciCâncerCronobiologiaIBInstituto de BiociênciasmelanomaRelógio biológico","http://jornal.usp.br/ciencias/ciencias-biologicas/estudo-sobre-relogio-biologico-pode-apontar-alvo-para-a-terapia-do-cancer-de-pele/"
"2016-10-18","Ciências Agrárias","Revista “Scientia Agricola” lança nova edição","Publicação traz textos em inglês nas áreas de Ciência Animal e Pastagens, Biometria, Modelagem e Estatística, Genética e Melhoramento de Plantas, Patologia de Plantas e Solos e Nutrição de Plantas","AgriculturaAgronomiaCiência animalEsalqMeio ambientePeriódicoPiracicabaScientia Agricola","http://jornal.usp.br/ciencias/ciencias-agrarias/revista-scientia-agricola-lanca-nova-edicao/"
"2016-10-18","Ciências da Saúde","Revista lança dossiê “Para uma crítica da Saúde Global”","O lançamento do dossiê ""Para uma crítica da Saúde Global"", publicado no número 98 da ""Revista Lua Nova"", acontece na Faculdade de Saúde Pública da USP","Faculdade de Saúde PúblicaFSPRevista Lua NovaSão PauloSaúde global","http://jornal.usp.br/ciencias/ciencias-da-saude/revista-lanca-dossie-para-uma-critica-da-saude-global/"
"2016-10-18","Ciências","Público poderá ver robôs de Lego e simular voo em semana científica","A Escola Politécnica é uma das unidades que participam da ""Semana USP de Ciência e Tecnologia"", que ocorre de 18 a 22 de outubro","UniversidadePoliSemana USP de Ciência e Tecnologia","http://jornal.usp.br/ciencias/publico-podera-ver-robos-de-lego-e-simular-voo-em-semana-cientifica/"
"2016-10-17","Atualidades","Semana terá curiosidades científicas e demonstrações tecnológicas na USP","Entre os dias 18 e 22 de outubro, será realizada a Semana USP de Ciência e Tecnologia. A programação oferece mais de 70 atividades gratuitas na capital","CiênciasRádio USPUniversidadePRCEUPró-Reitoria de PesquisaSemana USP de Ciência e Tecnologia","http://jornal.usp.br/ciencias/semana-tera-curiosidades-cientificas-e-demonstracoes-tecnologicas-na-usp/"
"2016-10-17","Ciências","Cientistas simulam geração de magnetismo no grafeno, material que pode dominar eletrônica","Pesquisadores combinaram cálculos analíticos e computacionais para mostrar que um tipo de magnetismo pode ser induzido em amostras reais de grafeno, tema ainda controverso na literatura","Ciências Exatas e da TerraátomoselétronsgrafenoIFmagnetismo de vacânciasUFF","http://jornal.usp.br/ciencias/cientistas-estudam-como-gerar-magnetismo-no-grafeno-material-que-pode-dominar-eletronica/"
"2016-10-17","Ciências Biológicas","Livro explora relação entre genética, alimentação e saúde","Professor da Faculdade de Saúde Pública é um dos autores da primeira obra brasileira sobre genômica nutricional","Ciências da SaúdeFaculdade de Saúde PúblicaFSPGenômica NutricionalGenômica Nutricional: dos fundamentos à nutrição molecularMarcelo Macedo RogeroMaria Aderuza Horst; Cristiane CominettiNutrigenômica","http://jornal.usp.br/ciencias/ciencias-biologicas/livro-explora-relacao-entre-genetica-alimentacao-e-saude/"
"2016-10-14","Ciências Biológicas","Pesquisadores fazem banco de células com a genética de brasileiros","Servindo de base para o desenvolvimento de células do coração, do fígado e do cérebro, por exemplo, biblioteca contribuirá para estudar doenças e testar medicamentos","Ciências da SaúdeCélulas-troncoCTCgenéticaRibeirão Preto","http://jornal.usp.br/ciencias/ciencias-biologicas/pesquisadores-fazem-banco-de-celulas-com-a-genetica-de-brasileiros/"
"2016-10-14","Ciências da Saúde","Hospital das Clínicas em Ribeirão Preto realiza biópsia ocular inédita na região","Setor de Oncologia Ocular do HCFMRP executou com sucesso primeira biópsia aspirativa de tumor de coroide, membrana que envolve o olho","biópsia aspirativacoroideFMRPHCRPoftalmologiaOncologiatumor ocular","http://jornal.usp.br/ciencias/ciencias-da-saude/hospital-das-clinicas-em-ribeirao-preto-realiza-biopsia-ocular-inedita-na-regiao/"
"2016-10-13","Ciências","Pesquisa em parceria com indústria aprimora herbicida para proteger a soja","Tensoativos usados para facilitar aplicação de herbicida pelas plantas daninhas destroem camada protetora das folhas de soja, o que causa danos ao cultivo","herbicidasInstituto de QuímicaIQquímicaSão PaulosojaTatiana Cardoso D’Amato","http://jornal.usp.br/ciencias/pesquisa-em-parceria-com-industria-aprimora-herbicida-para-proteger-a-soja/"
"2016-10-11","Ciências da Saúde","Coleira antileishmaniose é método mais eficaz para controle da doença em cães","Veterinária da USP propõe uso da coleira nos animais como medida preventiva e de controle da doença, que é endêmica no Brasil","CachorrosCãesCampanhas de vacinaçãoColeiraEutanásiaFMVZLeishmanioseVacinação","http://jornal.usp.br/ciencias/ciencias-da-saude/coleira-anti-leishmaniose-e-metodo-mais-eficaz-para-controle-da-doenca-em-caes/"
"2016-10-11","Ciências Biológicas","Palestra apresenta técnica que permite interface entre física e biologia na pesquisa científica","José Luiz Lopes, do Instituto de Física, ministrará uma palestra sobre as aplicações do dicroísmo circular com radiação síncroton no dia 21, às 13 horas","Ciências Exatas e da Terradicroísmo circularFísica aplicadaIFInstituto de FísicaRadiaçãoradiação síncrotonSão Paulo","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/palestra-apresenta-tecnica-que-permite-interface-entre-fisica-e-biologia-na-pesquisa-cientifica/"
"2016-10-11","Ciências","USP tem cinco pesquisas contempladas no Prêmio Capes de Tese 2016","Relação traz as melhores teses de doutorado defendidas no Brasil durante o ano passado","UniversidadeGrande Prêmio Capes de TesePrêmio Capes de Tese 2016Teses USP","http://jornal.usp.br/ciencias/usp-tem-5-pesquisas-contempladas-no-premio-capes-de-tese-2016/"
"2016-10-10","Ciências da Saúde","Aids tem tendência de crescimento nas áreas periféricas de São Paulo","Pesquisa descreve a evolução e as tendências da epidemia de Aids até 2012 nos indivíduos com 13 anos ou mais residentes no município de São Paulo","aidsAlessandra Cristina Guedes PelliniDirce Maria Trevisan ZanettaEpidemiaFrancisco Chiaravalloti NetoFSPGeocodificaçãoHIVSão PauloSíndrome da Imunodeficiência Adquirida","http://jornal.usp.br/ciencias/ciencias-da-saude/aids-tem-tendencia-de-crescimento-nas-areas-perifericas-de-sao-paulo/"
"2016-10-10","Ciências da Saúde","Dieta com pouco sal na gestação repercute na saúde de descendentes","Experimentos com animais mostram que dieta hipossódica durante a gestação leva descendentes a desenvolverem resistência à insulina no organismo","consumo alimentar na gestaçãodieta hiperssódica e hipossódicaFMUSPSão Paulo","http://jornal.usp.br/ciencias/ciencias-da-saude/dieta-com-com-pouco-sal-na-gestacao-repercute-na-saude-de-descendentes/"
"2016-10-07","Ciências da Saúde","Médico italiano traz para o Brasil o conceito de ‘slow medicine’, a medicina sem pressa","Cardiologista Marco Bobbio, que tem papel fundamental na divulgação dos preceitos da área, fará palestra sobre o tema no próximo dia 19 de outubro","Ciências HumanasDario BiroliniFaculdade de MedicinaFMUSPMarco BobbioMedicina sem pressaSlow Medicine","http://jornal.usp.br/ciencias/ciencias-humanas/medico-italiano-traz-para-o-brasil-o-conceito-de-slow-medicine-a-medicina-sem-pressa/"
"2016-10-07","Ciências da Saúde","Dietas restritivas causam prejuízo à saúde e ganho de peso em longo prazo","“Fazer dieta restritiva é uma das coisas que mais assustam e estressam o corpo e o cérebro”, afirma nutricionista autora de livro","Dietas RestritivasFMHCNutriçãoO Peso das DietasRegimes","http://jornal.usp.br/ciencias/ciencias-da-saude/dietas-restritivas-causam-prejuizo-a-saude-e-ganho-de-peso-em-longo-prazo/"
"2016-10-06","Ciências","Pesquisas de Física Médica da USP são destaque na “Revista Fapesp”","Pesquisas da FFCLRP em desenvolvimento de simuladores sintéticos do corpo humano foram destaques em reportagem na última edição da Revista Fapesp","biópsiascorpo humanoDepartamento de Física MédicadestaqueFapespFFCLRPGphantom Simuladores do Tecido BiológicomamapesquisaphantonsRibeirão PretosimuladorestecnologiatiroideUSP","http://jornal.usp.br/ciencias/pesquisas-de-fisica-medica-da-usp-sao-destaque-na-revista-fapesp/"
"2016-10-06","Ciências","Profissões de publicitário e relações públicas são temas de evento","Para participar, é preciso fazer a inscrição no site da instituição até o dia 16 de outubro","UniversidadeCarreiraECAEscola de Comunicações e ArtespublicidadeRelações Públicas","http://jornal.usp.br/ciencias/profissoes-de-publicitario-e-relacoes-publicas-sao-temas-de-evento-na-escola-de-comunicacoes-e-artes/"
"2016-10-06","Ciências Biológicas","Sequenciamento genético de amebas ajuda a entender evolução de reparo de DNA","Genes da recombinase A, que recompõe DNA fragmentado na divisão celular, vieram de bactéria ancestral das mitocôndrias, estruturas celulares responsáveis pela geração de energia","evoluçãogenéticaIBSão Paulo","http://jornal.usp.br/ciencias/ciencias-biologicas/sequenciamento-genetico-de-amebas-ajuda-a-entender-evolucao-de-reparo-de-dna/"
"2016-10-06","Ciências Biológicas","Experimento com embriões de sapo ajuda a entender crescimento dos neurônios","Embriões de sapos do gênero Xenopus foram modelo experimental para realização de estudo sobre crescimento de células do sistema nervoso","IFSCInstituto de Física de São CarlosneurôniosProteínasSão Paulosaposxenopus","http://jornal.usp.br/ciencias/ciencias-biologicas/experimento-com-embrioes-de-sapo-ajuda-a-entender-crescimento-dos-neuronios/"
"2016-10-06","Ciências","Seade e Fapesp apoiarão pesquisas que utilizam dados dos cartórios de SP","Serão financiados projetos de pesquisa que pretendam utilizar dados do Sistema de Estatísticas Vitais do Estado de São Paulo (nascimentos e óbitos), elaborado pela Seade com as informações dos cartórios","FinanciamentoNascimentosÓbtitospesquisaSeadeSistema de Estatísticas Vitais","http://jornal.usp.br/ciencias/seade-e-fapesp-apoiarao-pesquisas-que-utilizam-dados-dos-cartorios-de-sp/"
"2016-10-06","Atualidades","HC realiza primeiro transplante de útero da América Latina","O transplante de útero, de doadora falecida realizado no HC, é o terceiro no mundo; os outros dois aconteceram nos Estados Unidos e na Turquia","Ciências da SaúdeRádio USPbem-sucedidoginecologiaHCórgãotransplanteútero","http://jornal.usp.br/atualidades/hc-realiza-primeiro-transplante-de-utero-da-america-latina/"
"2016-10-05","Ciências da Saúde","Desigualdade social é principal motivo de mortes por tuberculose","Mesmo estando disponíveis no Brasil, recursos para prevenção e tratamento da doença não alcançam a população com maior vulnerabilidade social","Ciências HumanasdesigualdadeDiagnósticodoenças negligenciadasEERPEpidemiologiaestudoFapespHIVIHMTiniquidade socialLisboamortalidadeOMSPALOPspesquisapobrezaPortugalTuberculoseUSP","http://jornal.usp.br/ciencias/ciencias-humanas/desigualdade-social-e-principal-motivo-de-mortes-por-tuberculose/"
"2016-10-05","Ciências Biológicas","Autora de livro sobre células-tronco responde dúvidas mais comuns sobre o assunto","Lygia da Veiga Pereira realiza pesquisas no Centro de Terapia Celular (CTC) da USP, em Ribeirão Preto","Ciências da SaúdeTV USPCélulas-troncoCélulas-Tronco: Promessas e RealidadesCentro de Terapia CelularLygia da Veiga PereiraTerapia celular","http://jornal.usp.br/tv-usp/autora-de-livro-sobre-celulas-tronco-responde-duvidas-mais-comuns-sobre-o-assunto/"
